,cluster,momentum,volatility,price,price_change
COO,Volatile Bull,0.05574304171668432,0.018686417340078136,71.97000122070312,0.12261220704924033
ALK,Volatile Bear,-0.17362443016085563,0.025572478278717333,47.310001373291016,0.1304660238529339
JBL,Volatile Bear,-0.06686275656227196,0.023776379880775453,209.1912841796875,2.531803351327818
HRL,Volatile Sideways,-0.019758204480131897,0.015236274863666764,23.72690963745117,-0.42139539530656056
DECK,Volatile Bear,-0.12277002467970657,0.026772532013798516,99.81999969482422,0.6892398618355503
CMA,Volatile Bull,0.07243050377046809,0.02851549047139435,74.32539367675781,0.3000061117239145
ZION,Volatile Bear,-0.15383306138199693,0.03023109401835749,48.89160537719727,0.13533638371812748
CCL,Volatile Bear,-0.07241152552128853,0.030346944787726145,28.17973899841309,2.6861979766865303
RL,Volatile Bull,0.0521713269944586,0.021951249431758434,326.9322814941406,2.7853054772784067
